,applicant_id,weakness_id
416,19080294,11
417,19080294,8
418,19080295,23
419,19080296,22
420,19080296,22
421,19080297,21
422,19080299,12
423,19080299,3
424,19080300,5
425,19080301,17
426,19080301,10
427,19080302,20
428,19080302,0
429,19080302,7
430,19080303,23
431,19080303,12
432,19080306,9
433,19080307,9
434,19080310,16
435,19080310,7
436,19080310,20
437,19080312,7
438,19080312,0
439,19080313,10
440,19080318,15
441,19080318,4
442,19080318,7
443,19080319,2
444,19080319,11
445,19080319,23
446,19080320,14
447,19080320,11
448,19080320,2
449,19080323,8
450,19080324,18
451,19080327,23
452,19080328,6
453,19080328,2
454,19080328,12
455,19080332,7
456,19080333,13
457,19080333,5
458,19080333,10
459,19080334,7
460,19080338,19
461,19080339,16
462,19080339,19
463,19080339,9
464,19080340,17
465,19080340,10
466,19080341,2
467,19080341,8
468,19080341,16
469,19080342,22
470,19080342,14
471,19080342,18
472,19080345,20
473,19080345,6
474,19080347,6
475,19080347,22
476,19080349,5
477,19080349,18
478,19080350,14
479,19080350,4
480,19080351,12
481,19080352,6
482,19080354,11
483,19080354,15
484,19080354,13
485,19080355,9
486,19080355,18
487,19080355,21
488,19080356,17
489,19080358,11
490,19080360,19
491,19080360,3
492,19080361,2
493,19080361,3
494,19080363,15
495,19080363,17
496,19080363,14
497,19080364,14
498,19080365,6
499,19080368,20
500,19080368,0
501,19080368,2
502,19080369,3
503,19080370,19
504,19080370,11
505,19080371,23
506,19080373,4
507,19080373,22
508,19080373,16
509,19080376,18
510,19080376,5
511,19080376,6
512,19080377,19
513,19080377,1
514,19080377,12
515,19080378,22
516,19080378,5
517,19080380,12
518,19080381,17
519,19080381,10
520,19080382,19
521,19080382,12
522,19080383,2
523,19080384,19
524,19080384,3
525,19080384,17
526,19080386,7
527,19080386,8
528,19080391,22
529,19080391,9
530,19080391,8
531,19080392,3
532,19080393,22
533,19080393,0
534,19080393,5
535,19080394,7
536,19080394,3
537,19080394,20
538,19080395,10
539,19080395,11
540,19080395,8
541,19080397,17
542,19080397,2
543,19080397,18
544,19080398,15
545,19080398,10
546,19080401,4
547,19080401,15
548,19080401,14
549,19080402,9
550,19080403,16
551,19080403,18
552,19080404,8
553,19080404,12
554,19080404,10
555,19080407,3
556,19080407,8
557,19080407,17
558,19080408,22
559,19080408,18
560,19080408,3
561,19080411,8
562,19080416,18
563,19080416,6
564,19080418,7
565,19080418,0
566,19080419,2
567,19080419,4
568,19080420,2
569,19080422,13
570,19080422,18
571,19080423,5
572,19080423,4
573,19080424,18
574,19080425,15
575,19080425,23
576,19080425,6
577,19080428,19
578,19080428,5
579,19080428,9
580,19080429,1
581,19080430,14
582,19080430,18
583,19080432,18
584,19080435,13
585,19080438,11
586,19080438,13
587,19080439,16
588,19080439,8
589,19080441,14
590,19080441,2
591,19080442,14
592,19080442,9
593,19080443,14
594,19080443,5
595,19080443,19
596,19080444,5
597,19080444,13
598,19080445,1
599,19080445,6
600,19080445,8
601,19080448,15
602,19080448,3
603,19080450,18
604,19080450,8
605,19080450,15
606,19080451,18
607,19080451,6
608,19070002,14
609,19070002,6
610,19070003,2
611,19070004,14
612,19070005,22
613,19070005,23
614,19070005,20
615,19070006,17
616,19070006,15
617,19070006,6
618,19070007,14
619,19070007,22
620,19070007,2
621,19070008,12
622,19070008,2
623,19070008,8
624,19070011,8
625,19070011,1
626,19070011,12
627,19070012,14
628,19070012,1
629,19070012,23
630,19070013,11
631,19070013,8
632,19070013,13
633,19070014,8
634,19070014,18
635,19070015,17
636,19070015,14
637,19070016,20
638,19070016,15
639,19070016,9
640,19070017,15
641,19070018,11
642,19070021,0
643,19070022,5
644,19070022,10
645,19070022,23
646,19070024,3
647,19070026,10
648,19070026,13
649,19070026,14
650,19070027,1
651,19070027,21
652,19070027,7
653,19070029,5
654,19070030,11
655,19070031,12
656,19070031,16
657,19070032,16
658,19070033,22
659,19070034,5
660,19070034,10
661,19070035,18
662,19070035,13
663,19070036,16
664,19070036,13
665,19070039,5
666,19070039,17
667,19070039,3
668,19070040,15
669,19070042,22
670,19070042,12
671,19070042,16
672,19070046,9
673,19070046,23
674,19070046,18
675,19070048,5
676,19070048,18
677,19070048,23
678,19070050,18
679,19070050,2
680,19070050,22
681,19070051,11
682,19070052,17
683,19070052,2
684,19070052,23
685,19070053,22
686,19070053,10
687,19070053,11
688,19070054,16
689,19070054,18
690,19070054,4
691,19070055,8
692,19070056,10
693,19070057,10
694,19070058,15
695,19070058,1
696,19070058,14
697,19070059,19
698,19070061,17
699,19070061,22
700,19070062,16
701,19070062,15
702,19070062,13
703,19070065,8
704,19070065,4
705,19070065,0
706,19070066,4
707,19070066,20
708,19070067,18
709,19070067,12
710,19070067,19
711,19070068,14
712,19070068,11
713,19070070,22
714,19070070,7
715,19070070,22
716,19070070,7
717,19070071,16
718,19070071,19
719,19070072,21
720,19070072,20
721,19070074,18
722,19070074,15
723,19070074,23
724,19070075,5
725,19070075,16
726,19070075,8
727,19070076,14
728,19070076,13
729,19070079,19
730,19070079,9
731,19070079,18
732,19070081,21
733,19070083,16
734,19070083,19
735,19070084,15
736,19070084,1
737,19070085,3
738,19070085,12
739,19070086,3
740,19070086,23
741,19070087,17
742,19070087,4
743,19070087,9
744,19070089,0
745,19070089,6
746,19070091,1
747,19070092,23
748,19070092,14
749,19070093,11
750,19070093,10
751,19070093,17
752,19070094,13
753,19070094,21
754,19070094,0
755,19070096,12
756,19070096,5
757,19070096,11
758,19070097,20
759,19070097,22
760,19070100,6
761,19070100,12
762,19070103,15
763,19070103,9
764,19070104,7
765,19070104,18
766,19070104,13
767,19070105,7
768,19070105,15
769,19070105,3
770,19070106,21
771,19070108,13
772,19070110,22
773,19070110,11
774,19070112,15
775,19070113,13
776,19070114,22
777,19070115,21
778,19070115,17
779,19070116,13
780,19070116,10
781,19070116,14
782,19070117,0
783,19070118,19
784,19070118,22
785,19070120,6
786,19070121,16
787,19070121,1
788,19070121,20
789,19070122,16
790,19070122,2
791,19070123,22
792,19070124,7
793,19070124,10
794,19070124,5
795,19070125,2
796,19070126,5
797,19070128,7
798,19070128,21
799,19070128,11
800,19070136,0
801,19070136,13
802,19070138,16
803,19070138,21
804,19070139,3
805,19070140,14
806,19070144,3
807,19070144,1
808,19070145,13
809,19070145,21
810,19070145,20
811,19070146,19
812,19070146,23
813,19070146,4
814,19070147,21
815,19070147,1
816,19070148,4
817,19070150,12
818,19070150,13
819,19070150,5
820,19070153,21
821,19070153,9
822,19070154,1
823,19070154,2
824,19070155,16
825,19070155,18
826,19070156,7
827,19070158,10
828,19070158,3
829,19070158,6
830,19070159,2
831,19070159,9
832,19070159,0
833,19070161,5
834,19070161,10
835,19070161,2
836,19070164,21
837,19070165,20
838,19070165,11
839,19070166,3
840,19070166,20
841,19070166,9
842,19070167,8
843,19070167,15
844,19070167,1
845,19070168,8
846,19070169,10
847,19070170,15
848,19070171,5
849,19070171,3
850,19070174,13
851,19070174,12
852,19070175,19
853,19070175,3
854,19070176,22
855,19070178,5
856,19070179,10
857,19070179,17
858,19070179,11
859,19070180,2
860,19070180,21
861,19070180,22
862,19070182,17
863,19070182,18
864,19070184,6
865,19070184,8
866,19070184,14
867,19070185,23
868,19070186,0
869,19070186,10
870,19070186,23
871,19070187,1
872,19070188,5
873,19070191,19
874,19070192,3
875,19070193,12
876,19070193,7
877,19070194,3
878,19070195,7
879,19070195,9
880,19070196,6
881,19070196,10
882,19070196,19
883,19070197,0
884,19070197,23
885,19070198,19
886,19070199,20
887,19070199,21
888,19070199,10
889,19070200,16
890,19070200,8
891,19070201,7
892,19070201,3
893,19070202,19
894,19070202,1
895,19070203,10
896,19070203,16
897,19070204,17
898,19070204,16
899,19070207,2
900,19070208,4
901,19070209,8
902,19070209,14
903,19070209,1
904,19070210,18
905,19070210,4
906,19070211,5
907,19070212,8
908,19070213,17
909,19070213,11
910,19070213,4
911,19070215,21
912,19070215,6
913,19070215,8
914,19070216,14
915,19070216,12
916,19070217,8
917,19070219,9
918,19070220,22
919,19070221,14
920,19070221,18
921,19070222,16
922,19070225,0
923,19070228,19
924,19070229,22
925,19070231,9
926,19070233,4
927,19070233,4
928,19070234,14
929,19070234,2
930,19070234,6
931,19070235,13
932,19070236,15
933,19070236,4
934,19070236,16
935,19070237,11
936,19070237,1
937,19070238,23
938,19070241,9
939,19070241,11
940,19070242,1
941,19070242,23
942,19070242,0
943,19070245,15
944,19070245,3
945,19070248,18
946,19070248,11
947,19070251,0
948,19070251,19
949,19070252,6
950,19070252,5
951,19070254,5
952,19070254,13
953,19070255,3
954,19070256,14
955,19070257,10
956,19070258,19
957,19070258,0
958,19070258,11
959,19070259,8
960,19070259,15
961,19070259,3
962,19070262,15
963,19070263,15
964,19070263,4
965,19070263,21
966,19070264,3
967,19070265,16
968,19070265,6
969,19070266,12
970,19070266,4
971,19070267,14
972,19070267,4
973,19070267,21
974,19070268,22
975,19070268,7
976,19070269,19
977,19070270,18
978,19070270,19
979,19070270,21
980,19070272,15
981,19070274,11
982,19070275,20
983,19070275,12
984,19070276,20
985,19070276,18
986,19070276,5
987,19070277,19
988,19070277,0
989,19070277,17
990,19070278,6
991,19070278,18
992,19070278,2
993,19070281,11
994,19070281,18
995,19070281,17
996,19070282,8
997,19070282,7
998,19070282,3
999,19070284,11
1000,19070286,5
1001,19070286,19
1002,19070287,12
1003,19070287,21
1004,19070287,23
1005,19070288,9
1006,19070288,23
1007,19070289,19
1008,19070291,21
1009,19070291,8
1010,19070291,6
1011,19070292,18
1012,19070292,4
1013,19070292,21
1014,19070293,6
1015,19070295,13
1016,19070296,14
1017,19070296,3
1018,19070296,8
1019,19070299,21
1020,19070299,0
1021,19070301,18
1022,19070301,12
1023,19070306,12
1024,19070306,21
1025,19070306,13
1026,19070307,1
1027,19070307,10
1028,19070307,17
1029,19070308,9
1030,19070310,0
1031,19070310,17
1032,19070312,17
1033,19070313,18
1034,19070313,4
1035,19070313,2
1036,19070314,3
1037,19070316,13
1038,19070317,12
1039,19070317,22
1040,19070319,22
1041,19070319,21
1042,19070320,11
1043,19070321,19
1044,19070324,18
1045,19070324,21
1046,19070325,22
1047,19070325,9
1048,19070326,12
1049,19070327,15
1050,19070327,6
1051,19070328,23
1052,19070328,22
1053,19070328,14
1054,19070331,9
1055,19070332,9
1056,19070334,21
1057,19070335,11
1058,19070337,5
1059,19070338,7
1060,19070341,5
1061,19070341,0
1062,19070341,16
1063,19070342,6
1064,19070342,21
1065,19070342,14
1066,19070343,15
1067,19070343,9
1068,19070344,7
1069,19070344,5
1070,19070344,6
1071,19070345,3
1072,19070345,13
1073,19070346,1
1074,19070346,13
1075,19070347,20
1076,19070349,12
1077,19070349,15
1078,19070349,4
1079,19070351,18
1080,19070354,13
1081,19070360,10
1082,19070360,13
1083,19070360,7
1084,19070363,17
1085,19070364,3
1086,19070365,18
1087,19070365,0
1088,19070367,22
1089,19070368,11
1090,19070369,6
1091,19070370,16
1092,19070370,19
1093,19070371,9
1094,19070371,13
1095,19070373,2
1096,19070373,14
1097,19070375,22
1098,19070375,12
1099,19070376,1
1100,19070376,13
1101,19070377,9
1102,19070377,19
1103,19070377,12
1104,19070378,18
1105,19070380,8
1106,19070382,22
1107,19070382,19
1108,19070384,16
1109,19070385,4
1110,19070385,0
1111,19070385,1
1112,19070387,12
1113,19070387,18
1114,19070387,6
1115,19070388,4
1116,19070388,19
1117,19070389,2
1118,19070389,7
1119,19070389,20
1120,19070390,4
1121,19070390,11
1122,19070390,9
1123,19070391,18
1124,19070391,6
1125,19070392,9
1126,19070392,11
1127,19070392,20
1128,19070393,5
1129,19070393,22
1130,19070394,4
1131,19070394,11
1132,19070395,3
1133,19070396,0
1134,19070396,7
1135,19070396,21
1136,19070398,10
1137,19070398,1
1138,19070400,21
1139,19070401,14
1140,19070401,12
1141,19070401,21
1142,19070402,3
1143,19070402,20
1144,19070402,8
1145,19070403,8
1146,19070404,13
1147,19070405,21
1148,19070405,6
1149,19070407,11
1150,19070407,6
1151,19070407,13
1152,19070410,1
1153,19070411,3
1154,19070411,4
1155,19070411,6
1156,19070413,21
1157,19070413,17
1158,19070413,16
1159,19070414,16
1160,19070414,12
1161,19070415,22
1162,19070416,22
1163,19070416,4
1164,19070417,8
1165,19070418,17
1166,19070418,12
1167,19070418,8
1168,19070419,16
1169,19070419,11
1170,19070419,21
1171,19070420,18
1172,19070420,22
1173,19070420,23
1174,19070421,16
1175,19070421,11
1176,19070422,2
1177,19070422,16
1178,19070424,1
1179,19070426,21
1180,19070426,4
1181,19070429,18
1182,19070430,5
1183,19070430,8
1184,19070434,6
1185,19070435,22
1186,19070435,11
1187,19070436,12
1188,19070436,3
1189,19070437,16
1190,19070437,11
1191,19070437,21
1192,19070438,11
1193,19070439,19
1194,19070439,18
1195,19070440,13
1196,19070440,4
1197,19070440,19
1198,19070443,1
1199,19070444,5
1200,19070444,22
1201,19070445,2
1202,19070445,13
1203,19070445,11
1204,19070447,12
1205,19070449,6
1206,19070451,13
1207,19070452,10
1208,19070452,18
1209,19070454,18
1210,19070455,9
1211,19070455,10
1212,19070455,7
1213,19070456,22
1214,19070457,5
1215,19070460,7
1216,19060000,6
1217,19060001,22
1218,19060001,1
1219,19060002,15
1220,19060003,23
1221,19060003,9
1222,19060004,4
1223,19060004,6
1224,19060005,5
1225,19060005,19
1226,19060006,9
1227,19060006,3
1228,19060008,5
1229,19060009,13
1230,19060009,9
1231,19060009,20
1232,19060011,6
1233,19060011,18
1234,19060011,9
1235,19060015,12
1236,19060015,17
1237,19060016,15
1238,19060016,19
1239,19060016,4
1240,19060017,6
1241,19060017,12
1242,19060017,15
1243,19060018,14
1244,19060019,10
1245,19060020,21
1246,19060020,12
1247,19060020,0
1248,19060021,14
1249,19060021,16
1250,19060021,22
1251,19060022,21
1252,19060023,7
1253,19060024,2
1254,19060024,5
1255,19060024,9
1256,19060028,16
1257,19060029,7
1258,19060029,11
1259,19060029,1
1260,19060030,9
1261,19060032,16
1262,19060032,3
1263,19060034,8
1264,19060036,11
1265,19060036,13
1266,19060037,20
1267,19060037,5
1268,19060038,8
1269,19060038,5
1270,19060039,16
1271,19060040,12
1272,19060040,15
1273,19060040,8
1274,19060041,14
1275,19060041,0
1276,19060041,7
1277,19060042,0
1278,19060043,0
1279,19060043,5
1280,19060043,16
1281,19060044,11
1282,19060044,3
1283,19060044,22
1284,19060045,1
1285,19060046,8
1286,19060046,7
1287,19060046,0
1288,19060047,20
1289,19060047,8
1290,19060047,5
1291,19060051,20
1292,19060051,16
1293,19060051,23
1294,19060054,6
1295,19060054,13
1296,19060054,12
1297,19060055,9
1298,19060056,5
1299,19060056,21
1300,19060057,22
1301,19060059,13
1302,19060059,1
1303,19060059,4
1304,19060060,16
1305,19060060,22
1306,19060060,17
1307,19060061,21
1308,19060061,14
1309,19060064,18
1310,19060066,11
1311,19060066,2
1312,19060068,11
1313,19060069,15
1314,19060069,6
1315,19060069,20
1316,19060070,9
1317,19060070,1
1318,19060071,21
1319,19060071,12
1320,19060071,18
1321,19060072,7
1322,19060072,3
1323,19060073,18
1324,19060073,23
1325,19060075,9
1326,19060078,14
1327,19060079,5
1328,19060080,11
1329,19060080,19
1330,19060080,23
1331,19060081,20
1332,19060081,19
1333,19060081,6
1334,19060082,22
1335,19060082,14
1336,19060083,10
1337,19060083,9
1338,19060084,14
1339,19060084,13
1340,19060084,10
1341,19060085,11
1342,19060085,6
1343,19060086,8
1344,19060086,21
1345,19060086,22
1346,19060087,0
1347,19060089,16
1348,19060089,21
1349,19060090,1
1350,19060090,20
1351,19060091,18
1352,19060091,3
1353,19060094,15
1354,19060094,2
1355,19060096,11
1356,19060096,17
1357,19060096,13
1358,19060097,11
1359,19060097,2
1360,19060097,13
1361,19060099,6
1362,19060099,18
1363,19060099,0
1364,19060100,18
1365,19060100,21
1366,19060103,7
1367,19060103,22
1368,19060104,18
1369,19060104,2
1370,19060105,6
1371,19060105,4
1372,19060106,3
1373,19060107,15
1374,19060107,9
1375,19060107,5
1376,19060109,3
1377,19060109,13
1378,19060109,11
1379,19060113,2
1380,19060113,11
1381,19060113,14
1382,19060114,12
1383,19060114,15
1384,19060114,8
1385,19060115,3
1386,19060117,11
1387,19060117,22
1388,19060118,17
1389,19060118,9
1390,19060118,2
1391,19060118,17
1392,19060118,9
1393,19060118,2
1394,19060119,23
1395,19060119,4
1396,19060120,14
1397,19060120,10
1398,19060121,8
1399,19060121,13
1400,19060123,15
1401,19060125,23
1402,19060125,20
1403,19060126,0
1404,19060126,11
1405,19060127,20
1406,19060127,21
1407,19060127,22
1408,19060128,17
1409,19060129,19
1410,19060129,12
1411,19060129,17
1412,19060130,3
1413,19060131,6
1414,19060131,2
1415,19060131,22
1416,19060132,11
1417,19060132,14
1418,19060133,0
1419,19060133,12
1420,19060133,10
1421,19060141,5
1422,19060143,14
1423,19060143,19
1424,19060145,17
1425,19060145,19
1426,19060146,5
1427,19060151,0
1428,19060151,4
1429,19060152,0
1430,19060152,2
1431,19060153,4
1432,19060157,11
1433,19060157,9
1434,19060157,20
1435,19060158,8
1436,19060159,2
1437,19060159,11
1438,19060159,0
1439,19060162,9
1440,19060164,19
1441,19060164,17
1442,19060164,10
1443,19060166,12
1444,19060167,12
1445,19060167,9
1446,19060168,8
1447,19060168,15
1448,19060168,10
1449,19060171,10
1450,19060171,7
1451,19060171,2
1452,19060174,1
1453,19060174,2
1454,19060175,0
1455,19060176,1
1456,19060176,15
1457,19060176,22
1458,19060177,12
1459,19060178,0
1460,19060179,14
1461,19060180,13
1462,19060182,13
1463,19060182,9
1464,19060183,9
1465,19060183,3
1466,19060183,15
1467,19060186,15
1468,19060187,12
1469,19060187,21
1470,19060189,9
1471,19060189,6
1472,19060189,19
1473,19060191,9
1474,19060191,18
1475,19060191,1
1476,19060192,10
1477,19060194,21
1478,19060196,12
1479,19060198,11
1480,19060203,22
1481,19060204,1
1482,19060204,13
1483,19060204,0
1484,19060205,4
1485,19060205,14
1486,19060207,3
1487,19060207,18
1488,19060208,21
1489,19060208,19
1490,19060209,22
1491,19060212,9
1492,19060212,21
1493,19060215,0
1494,19060215,22
1495,19060216,6
1496,19060216,0
1497,19060216,14
1498,19060217,21
1499,19060217,20
1500,19060217,17
1501,19060218,17
1502,19060218,16
1503,19060218,9
1504,19060219,17
1505,19060219,12
1506,19060220,20
1507,19060222,18
1508,19060222,20
1509,19060222,5
1510,19060223,5
1511,19060223,1
1512,19060224,10
1513,19060224,11
1514,19060225,12
1515,19060225,10
1516,19060225,20
1517,19060226,5
1518,19060228,4
1519,19060228,16
1520,19060230,16
1521,19060231,14
1522,19060232,19
1523,19060232,12
1524,19060233,6
1525,19060234,1
1526,19060234,22
1527,19060238,17
1528,19060239,16
1529,19060239,20
1530,19060240,5
1531,19060241,6
1532,19060241,9
1533,19060242,9
1534,19060242,9
1535,19060244,13
1536,19060244,11
1537,19060244,12
1538,19060245,17
1539,19060245,11
1540,19060245,16
1541,19060246,4
1542,19060249,6
1543,19060251,5
1544,19060251,19
1545,19060253,9
1546,19060255,13
1547,19060256,9
1548,19060256,12
1549,19060256,7
1550,19060261,3
1551,19060262,16
1552,19060263,17
1553,19060263,21
1554,19060263,15
1555,19060264,8
1556,19060265,9
1557,19060266,6
1558,19060266,19
1559,19060267,1
1560,19060267,2
1561,19060273,18
1562,19060274,20
1563,19060274,3
1564,19060278,0
1565,19060278,20
1566,19060278,21
1567,19060279,13
1568,19060279,4
1569,19060280,0
1570,19060280,15
1571,19060280,13
1572,19060281,5
1573,19060281,19
1574,19060281,8
1575,19060282,9
1576,19060282,16
1577,19060283,1
1578,19060284,10
1579,19060284,16
1580,19060284,18
1581,19060286,0
1582,19060286,19
1583,19060287,14
1584,19060287,19
1585,19060287,3
1586,19060289,16
1587,19060289,22
1588,19060289,20
1589,19060291,22
1590,19060291,3
1591,19060292,10
1592,19060293,17
1593,19060294,13
1594,19060294,4
1595,19060295,1
1596,19060296,4
1597,19060296,8
1598,19060296,23
1599,19060297,6
1600,19060297,7
1601,19060297,5
1602,19060298,21
1603,19060298,15
1604,19060298,9
1605,19060299,4
1606,19060299,16
1607,19060299,13
1608,19060300,16
1609,19060300,9
1610,19060301,7
1611,19060301,22
1612,19060302,3
1613,19060302,17
1614,19060303,8
1615,19060303,2
1616,19060304,12
1617,19060304,2
1618,19060304,16
1619,19060305,14
1620,19060306,22
1621,19060306,8
1622,19060307,20
1623,19060308,8
1624,19060308,0
1625,19060309,7
1626,19060309,19
1627,19060311,7
1628,19060312,14
1629,19060312,4
1630,19060312,10
1631,19060315,11
1632,19060316,4
1633,19060317,21
1634,19060317,0
1635,19060318,20
1636,19060318,12
1637,19060319,10
1638,19060319,14
1639,19060319,22
1640,19060320,23
1641,19060320,23
1642,19060321,1
1643,19060322,15
1644,19060323,16
1645,19060323,2
1646,19060323,4
1647,19060324,23
1648,19060324,3
1649,19060324,4
1650,19060325,18
1651,19060325,11
1652,19060326,11
1653,19060326,1
1654,19060327,21
1655,19060327,17
1656,19060329,14
1657,19060329,1
1658,19060329,7
1659,19060332,7
1660,19060332,0
1661,19060334,23
1662,19060334,15
